,iyear,imonth,iday,country_txt,region_txt,city,latitude,longitude,summary,doubtterr,multiple,success,suicide,attacktype1_txt,attacktype2_txt,attacktype3_txt,targtype1_txt,corp1,target1,natlty1_txt,targtype2_txt,corp2,target2,natlty2_txt,targtype3_txt,corp3,target3,natlty3_txt,gname,gname2,gname3,motive,individual,nperps,nperpcap,claim2,claim3,weaptype1_txt,weaptype2_txt,weaptype3_txt,weaptype4_txt,weapdetail,nkill,nkillter,nwound,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhours,ndays,ransom,ransomamt,ransompaid,ransomnote,hostkidoutcome_txt,nreleased,,
115183,2013,3,15,Afghanistan,South Asia,Ghazni,33.542622,68.415329,"03/15/2013: Gunmen shot and killed two police officers in the Deh Khudadad area of Ghazni City, Ghazni province, Afghanistan. A spokesperson for the Taliban claimed responsibility for the attack in a conversation with local media.",0,0,1,0,Armed Assault,,,Police,Afghan Police,Officers,Afghanistan,,,,,,,,,Taliban,,,,0,-99,0,NA,NA,Firearms,,,,,2,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
40764,1989,11,29,Sri Lanka,South Asia,Hambantota,6.130655,81.1262,,-9,0,1,0,Armed Assault,,,Business,Businessman,"Residence, K.G. Ariyapala",Sri Lanka,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Firearms,,,,Automatic firearm,2,NA,3,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
181302,2017,12,14,Iraq,Middle East & North Africa,Muqdadiyah,33.953167,44.921906,"12/14/2017: A roadside bomb detonated against a farmer's vehicle in southern Muqdadiyah, Diyala, Iraq. The farmer was injured in the blast. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,Not Applicable,Vehicle of Farmer,Iraq,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,A roadside bomb was used in the attack.,0,0,1,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
32131,1987,9,13,Peru,South America,Chuquibambilla,-14.102594,-72.706655,,0,0,1,0,Armed Assault,,,Private Citizens & Property,govt,town of Chuquibambilla,Peru,,,,,,,,,Shining Path (SL),,,,0,200,NA,NA,NA,Firearms,,,,Automatic firearm,3,NA,4,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
87827,2008,7,9,Iraq,Middle East & North Africa,Fallujah,33.349159,43.784199,"07/09/2008: On Wednesday morning at 600, an improvised explosive device exploded near Al Abid bank in downtown Fallujah killing one guard and inuring three others. No claim of responsibility has been reported.",0,1,1,0,Bombing/Explosion,,,Business,Al Abid Bank,The Al  Abid bank in downtown Fallujah,Iraq,,,,,,,,,Unknown,,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Explosives,,,,An improvised explosive device was used in the attack.,1,0,3,0,-9,NA,,NA,It is unknown if damage was caused by the incident.,0,NA,NA,NA,NA,NA,NA,,,NA,,
46022,1991,4,4,Kuwait,Middle East & North Africa,Kuwait,29.347702,47.94912,,-9,0,1,0,Armed Assault,,,Police,Police,Unit,Kuwait,,,,,,,,,Palestinians,,,,0,NA,NA,NA,NA,Firearms,,,,Automatic firearm,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
96806,2010,6,6,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,"06/06/2010: On Sunday, in the Mahmoudiyah district of Baghdad, Baghdad province, Iraq, unidentified militants detonated an improvised explosive device at the city hall, wounding eight of the local government employees, including the head of the city council. The blast hit a crowd of the city hall employees as they were heading to work in front of the building which was also damaged by the blast. No group has claimed responsibility for the attack.",0,0,1,0,Bombing/Explosion,,,Government (General),Baghdad Government,Government employees,Iraq,,,,,,,,,Unknown,,,The specific motive for the attack is to intimidate Baghdad government.,0,-99,0,NA,NA,Explosives,,,,An improvised explosive device was used in the attack.,0,0,8,0,1,3,Minor (likely < $1 million),NA,The attack caused a minor amount of property damage.,0,NA,NA,NA,NA,NA,NA,,,NA,,
175549,2017,6,4,Iraq,Middle East & North Africa,Mosul,36.354145,43.14357,"06/04/2017: Assailants attacked Old City neighborhood in Mosul, Iraq. Security forces repelled the assault, killing an unknown number of assailants. No group claimed responsibility; however, sources attributed the incident to the Islamic State of Iraq and the Levant (ISIL).",0,0,0,0,Unknown,,,Private Citizens & Property,Old City District,District,Iraq,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,0,-99,0,NA,NA,Unknown,,,,,NA,NA,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
35714,1988,9,23,West Germany (FRG),Western Europe,Neustadt an der Weinstrasse,49.35027,8.137919,,1,0,1,0,Armed Assault,,,Military,German Army,Communications Installation,West Germany (FRG),,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Firearms,,,,Pistol,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
159054,2016,2,17,Saudi Arabia,Middle East & North Africa,Unknown,NA,NA,"02/00/2016: Sometime between February 14, 2016 and February 20, 2016, assailants opened fire on security personnel at an unknown location along the Yemeni border in Saudi Arabia. At least ten soldiers were killed in the attack. No group claimed responsibility for the incident.",1,0,1,0,Armed Assault,,,Military,Royal Saudi Arabian Armed Forces,Soldiers,Saudi Arabia,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Firearms,,,,,10,0,NA,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
14932,1981,12,4,El Salvador,Central America & Caribbean,Unknown,NA,NA,,1,0,1,0,Bombing/Explosion,,,Military,,Military Vehicle,El Salvador,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Claymore mine,0,NA,8,NA,1,3,Minor (likely < $1 million),10000,,0,NA,NA,NA,0,NA,NA,,,NA,,
68810,1999,4,18,Cambodia,Southeast Asia,Prek Phneou,NA,NA,"04/18/1999: In Cambodia, an attempt to blow up Khmer Society of Import-Export�s (SOKIMEX) Prek Phneou oil depot was averted and the five people involved were arrested. The perpetrator group was identified as the CSS Movement in one of the sources.",0,0,0,0,Facility/Infrastructure Attack,,,Business,Khmer Society of Import-Export (SOKIMEX),Khmer Society of Import-Export�s (SOKIMEX) oil depot near Prek Phneou,Cambodia,,,,,,,,,CSS Movement,,,Unknown,0,5,5,NA,NA,Firearms,,,,,0,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
180339,2017,11,9,Somalia,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"11/09/2017: An explosive device detonated targeting a military vehicle in Hodan neighborhood, Mogadishu, Somalia. Three civilians were injured in the blast. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Military,Somali Armed Forces (SAF),Vehicle,Somalia,Private Citizens & Property,Not Applicable,Vehicle,Somalia,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,A roadside bomb was used in the attack.,0,0,3,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
148086,2015,5,14,Thailand,Southeast Asia,Yala,6.545499,101.2799,"05/14/2015: An explosive device detonated at a market in Yala city, Yala province, Thailand. This was one of 23 related bombings in Muang on this date and a string of bombings over three days in which 36 explosive devices were detonated throughout the district. At least 20 people were injured across the bombings on Thursday, May 14, 2015. No group claimed responsibility for the incidents; however, security officials attributed the attacks to Runda Kumpulan Kecil (RKK).",0,1,1,0,Bombing/Explosion,,,Private Citizens & Property,Muang Mai Market,Market,Thailand,,,,,,,,,Runda Kumpulan Kecil (RKK),,,,0,-99,0,NA,NA,Explosives,,,,,0,0,0,0,-9,NA,,NA,It is unknown if any property was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
24922,1985,5,3,France,Western Europe,Unknown,41.918891,8.737554,,0,1,1,0,Bombing/Explosion,,,Private Citizens & Property,Property of people from mainland France,,France,,,,,,,,,Corsican National Liberation Front (FLNC),,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
2586,1974,10,8,West Germany (FRG),Western Europe,Frankfurt,50.11797,8.644191,,-9,0,0,0,Facility/Infrastructure Attack,,,Business,,Avis rental cars,United States,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Incendiary,,,,Incendiary,0,NA,0,NA,0,NA,,NA,"Damages: none, attack unsuccessful (rental car company)",0,NA,NA,NA,0,NA,NA,,,NA,,
150427,2015,7,10,Nigeria,Sub-Saharan Africa,Ngamdu,11.763937,12.263129,"07/10/2015: Assailants attacked residents in Ngamdu village, Yobe, Nigeria. At least 11 people were killed and the village was set on fire during the raid. This was one of two coordinated attacks carried out the by same group overnight. No group claimed responsibility for the incidents; however, sources attributed the attacks to Boko Haram.",0,1,1,0,Armed Assault,Facility/Infrastructure Attack,,Private Citizens & Property,Ngamdu Village,Village,Nigeria,,,,,,,,,Boko Haram,,,,0,-99,0,NA,NA,Firearms,Incendiary,,,,11,0,NA,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
32941,1987,12,14,El Salvador,Central America & Caribbean,Tejutla,14.169631,-89.102686,,0,0,1,0,Armed Assault,,,Private Citizens & Property,Govt,Town of Tejutla,El Salvador,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,0,NA,NA,NA,NA,Firearms,,,,Automatic firearm,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
16797,1982,8,12,France,Western Europe,Paris,48.856644,2.34233,,-9,0,0,0,Assassination,,,Police,offices of the Turkish Tourism Attache,policeman,Turkey,,,,,,,,,Terrorists,,,,0,NA,NA,NA,NA,Firearms,,,,Firearm,0,NA,0,NA,0,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
4907,1977,6,15,Spain,Western Europe,Sevilla,37.38264,-5.996295,,0,0,0,0,Bombing/Explosion,,,Utilities,,"Transformer, Seville Electric co.",Spain,,,,,,,,,First of October Antifascist Resistance Group (GRAPO),,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,0,0,0,0,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
123978,2013,11,27,Iraq,Middle East & North Africa,Hadhar,35.656355,42.948453,"11/27/2013: An explosive device attached to a taxi detonated in Hadhar area, Nineveh governorate, Iraq. At least one person, the driver, was killed in the blast. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Transportation,Unknown,Taxi,Iraq,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,A bomb attached to a taxi was used in the attack.,1,0,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
52760,1992,8,30,Kuwait,Middle East & North Africa,Unknown,29.834446,47.154053,,0,0,1,0,Armed Assault,,,Police,Security Force,Unit,Kuwait,,,,,,,,,Unknown,,,,0,21,NA,NA,NA,Firearms,,,,Automatic firearm,1,NA,1,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
43998,1990,9,11,Peru,South America,Huancayo district,-12.068306,-75.210163,,0,0,1,0,Assassination,,,Government (General),Govt,Governor Lorenzo Nolasco Maldonado,Peru,,,,,,,,,Shining Path (SL),,,,0,20,NA,NA,NA,Firearms,,,,Pistol,1,NA,0,NA,0,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
177835,2017,8,11,Pakistan,South Asia,Karachi,24.891115,67.143311,"08/11/2017: Assailants opened fire on the vehicle of Muhammad Hanif Khan near Liaquat Ali Khan Chowk in Azizabad neighborhood, Karachi, Pakistan. At least two people, including Khan, a Pakistan Traffic Police deputy superintendent, and his driver, were killed in the assault. Ansar al-Sharia (Pakistan) claimed responsibility for the attack.",0,0,1,0,Assassination,,,Police,Pakistan Traffic Police,Vehicle of Deputy Superintendent: Muhammad Hanif Khan,Pakistan,,,,,,,,,Ansar al-Sharia (Pakistan),,,Ansar al-Sharia (Pakistan) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the alleged torture of detained armed group members by the military.,0,2,0,NA,NA,Firearms,,,,Multiple 9-mm pistols were used in the attack.,2,0,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
168864,2016,11,4,Libya,Middle East & North Africa,Benghazi,32.069286,20.151144,"11/04/2016: An explosive device planted in the vehicle of Salah Al-Atewish detonated in Sidi Faraj neighborhood, Benghazi, Libya. At least four people, including Al-Atewish, the Magharba Tribe head, were injured in the blast. No group claimed responsibility for the attack.",0,0,0,0,Assassination,,,Private Citizens & Property,Not Applicable,Magharba Tribe Head: Salah Al-Atewish,Libya,,,,,,,,,Unknown,,,"The specific motive is unknown; however, sources noted that Salah Al-Atewish had recently assisted the military in taking over strategic oil ports.",0,-99,0,NA,NA,Explosives,,,,,0,0,4,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
122221,2013,10,14,Afghanistan,South Asia,Gardez,33.598633,69.228996,"10/14/2013: A suicide bomber detonated his explosives at a hospital in Gardez city, Paktia province, Afghanistan. This was one of two incidents involving this assailant on this day. The assailant had been taken to the hospital after he was injured in an earlier attempted attack. Only the assailant was killed and there were no other reported casualties resulting from this incident. No group claimed responsibility for the attacks.",0,1,1,1,Bombing/Explosion,,,Business,Unknown,Hospital,Afghanistan,,,,,,,,,Unknown,,,,0,1,0,NA,NA,Explosives,,,,,1,1,0,0,1,3,Minor (likely < $1 million),-99,A hospital was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
70012,2000,1,28,Yugoslavia,Eastern Europe,Surcin,44.795541,20.284861,"1/28/2000: Petar Panic, a long-time security advisor for Vojislav Seselj (the chairman of the Serbian Radical Party), was shot several times and critically wounded near his home in Surcin, a suburb of Belgrade, Yugoslavia.  The assailant, who fled after the attack, was identified as Ljubimir Jovanovic.  Unofficial sources state that the attack took place in the home of Sinisa Mitrovic, following an argument.",1,0,1,0,Armed Assault,,,Government (General),Civilian,"Petar Panic, the security advisor for Vojislav Seselj",Yugoslavia,,,,,,,,,Gunmen,,,"Specific motive is unknown, but the victim was the security advisor for the chairman of the Serbian Radical Party and both had been known for their outspoken controversial views and practices.  In addition, the attack happened approximately two weeks after Zeljko Raznatovic (alias Arkan) was killed.  Sources speculate this might have been a revenge killing, since Arkan and the chairman were opponents.",0,1,0,NA,NA,Firearms,,,,,0,0,1,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
141384,2014,12,8,Bosnia-Herzegovina,Eastern Europe,Trnovi,45.183961,15.828342,"12/08/2014: Assailants stabbed Selvedin Beganovic in Trnovi village, Federation of Bosnia and Herzegovina, Bosnia-Herzegovina. Beganovic, an imam, was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim Fundamentalists.",0,0,0,0,Assassination,,,Religious Figures/Institutions,Unknown,Imam: Selvedin Beganovic,Bosnia-Herzegovina,,,,,,,,,Muslim extremists,,,"The specific motive is unknown; however, sources noted that Selvedin Beganovic was critical of Muslim extremists.",0,1,0,NA,NA,Melee,,,,,0,0,1,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
103844,2011,11,7,India,South Asia,Valajangi,18.475168,82.427445,"11/7/2011: A group of Maoists attacked a road building site near Valajangi village, Andhra Pradesh state, India.  The assailants set fire to a large earth-moving machine that had been used for laying the road.  The contractor of the building site had been warned by the Maoists to halt the project; when he refused to do so, they attacked the equipment.",0,0,1,0,Facility/Infrastructure Attack,,,Business,A road building project,Earth moving equipment at a road building site near Valajangi,India,,,,,,,,,Maoists,,,"The assailants warned the victim to halt the road building project; when he failed to do so, they set his equipment on fire.",0,-99,0,NA,NA,Incendiary,,,,Machinery was set on fire,0,0,0,0,1,4,Unknown,NA,A large earth-moving machine was set on fire,0,NA,NA,NA,NA,NA,NA,,,NA,,
159133,2016,2,19,Philippines,Southeast Asia,Iba,8.090201,125.323546,"02/19/2016: Assailants attempted to plant an explosive device in Iba village, Bukidnon province, Philippines. A clash ensued after military personnel responded to the bombing attempt. The assailants sustained an unknown number of casualties in the clash. No group claimed responsibility for the incident; however, sources attributed the attempted attack to the New People's Army (NPA).",0,0,0,0,Bombing/Explosion,Armed Assault,,Unknown,Unknown,Unknown,Philippines,,,,,,,,,New People's Army (NPA),,,,0,8,0,NA,NA,Explosives,Firearms,,,Firearms and a homemade explosive device were used in the attack.,NA,NA,NA,NA,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
120926,2013,9,4,Afghanistan,South Asia,Kunduz,36.705776,68.87706,"09/04/2013: A roadside bomb detonated near the convoy of Abdul Latif Ibrahimi, the Takhar province governor, in Kunduz city, Kunduz province, Afghanistan. Several bodyguards were injured and a vehicle was damaged in the blast. No group claimed responsibility for the incident.",0,0,0,0,Assassination,,,Government (General),Government of Takhar,Governor: Abdul Latif Ibrahimi,Afghanistan,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,A roadside landmine was used in the attack.,0,0,NA,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
66824,1997,10,11,Algeria,Middle East & North Africa,Souidani Boudjemaa,36.555482,2.950129,,0,0,1,0,Unknown,,,Private Citizens & Property,,Village,Algeria,,,,,,,,,Unknown,,,,0,20,NA,NA,NA,Unknown,,,,,14,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
103246,2011,9,27,Iraq,Middle East & North Africa,Baghdad,33.303566,44.371773,"09/27/2011: On Tuesday, in the Jamia neighborhood, Baghdad, Baghdad, Iraq, unknown gunmen armed with silenced weapons opened fire on a government employee driving his car in a drive-by shooting. The gunmen killed the government official in the attack. No group claimed responsibility.",0,0,1,0,Armed Assault,,,Government (General),Iraqi Government,A government official,Iraq,,,,,,,,,Unknown,,,"The specific motive for the attack is unknown; however, the victim was a government employee.",0,-99,0,NA,NA,Firearms,,,,Unspecified firearms with silencers were used in the attack.,1,0,0,0,-9,NA,,NA,It is unknown if the attack caused any property damage.,0,NA,NA,NA,NA,NA,NA,,,NA,,
165001,2016,7,22,Syria,Middle East & North Africa,Aleppo,36.201721,37.14352,"07/22/2016: Assailants fired projectiles that landed and detonated in Khaldiyah neighborhood, Aleppo city, Syria. There were no reported casualties in the attack. Both Jaysh al-Islam (Syria) and Jaish al-Mujahideen (Syria) separately claimed responsibility for the incident. Sources also attributed the attack to Al-Nusrah Front and the Islamic State of Iraq and the Levant (ISIL).",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,al-Khalidiyah Village,Village,Syria,,,,,,,,,Jaysh al-Islam (Syria),Jaish al-Mujahideen (Syria),Al-Nusrah Front,,0,-99,0,1,0,Explosives,,,,"Humaym rockets, Umar missiles, and mortars were used in the attack.",0,0,0,0,-9,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
132164,2014,5,21,Afghanistan,South Asia,Yamgan district,36.427778,70.797778,"05/21/2014: Assailants attacked an unknown number of police checkpoints in Yamgan district, Badakhshan province, Afghanistan. In addition to five assailants, at least six police officers were killed and three others were wounded in the attack. The Taliban claimed responsibility for the incident.",0,0,1,0,Unknown,,,Police,Afghan Police,Checkpoints,Afghanistan,,,,,,,,,Taliban,,,,0,-99,0,NA,NA,Unknown,,,,,11,5,3,NA,-9,NA,,NA,It is unknown if any property was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
164181,2016,6,28,Pakistan,South Asia,Bajaur district,34.856902,71.429936,"06/28/2016: An explosive device detonated near the vehicle of Malik Abdul Aziz Khan in Chagoo, Bajaur district, Federally Administered Tribal Areas, Pakistan. Khan, a tribal elder, was not harmed as there were no reported casualties in the blast. No group claimed responsibility for the attack.",0,0,0,0,Assassination,,,Private Citizens & Property,Not Applicable,Vehicle of Tribal Elder: Malik Abdul Aziz Khan,Pakistan,,,,,,,,,Unknown,,,,0,-99,-99,NA,NA,Explosives,,,,A remote-controlled roadside bomb was used in the attack.,0,0,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
7725,1979,2,25,Switzerland,Western Europe,Leibstadt,47.58953,8.17571,,0,0,1,0,Bombing/Explosion,,,Utilities,,Nuclear Power Plant construction site,Switzerland,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,NA,,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
139437,2014,10,21,India,South Asia,Bokaro district,23.670093,86.149144,"10/21/2014: Assailants detonated an explosive device on a railway track in Bokaro district, Jharkhand state, India. No casualties were reported. No group claimed responsibility for the incident; however, sources attributed the incident to Maoists.",0,0,1,0,Bombing/Explosion,,,Transportation,Unknown,Railway Track,India,,,,,,,,,Maoists,,,,0,-99,0,NA,NA,Explosives,,,,Explosives hidden under tracks were used in the attack.,0,0,0,0,1,3,Minor (likely < $1 million),-99,A section of railroad tracks was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
118095,2013,6,15,Libya,Middle East & North Africa,Benghazi,32.069286,20.151144,"06/15/2013: Assailants attacked the First Infantry Brigade's headquarters in Benghazi city, Benghazi district, Libya. This was one of six attacks on military, police and militia buildings across Benghazi. At least five people died and 11 others were injured across the attacks. No group claimed responsibility for the incident; however, military sources attributed the attack to Takfir wal-Hijra (Excommunication and Exodus).",1,1,1,0,Armed Assault,Facility/Infrastructure Attack,,Military,Libyan Army,1st Infantry Brigade Headquarters,Libya,,,,,,,,,Takfir wal-Hijra (Excommunication and Exodus),,,,0,-99,0,NA,NA,Explosives,Firearms,Melee,,"Rocket-propelled grenades (RPGs), thrown explosive devices, sniper rifles, fire, and knives were used in the attack.",NA,0,NA,0,-9,NA,,NA,It is unknown if any property was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
170953,2017,1,6,Sudan,Sub-Saharan Africa,Keyo,13.400089,24.309717,"01/06/2017: Assailants abducted two children at Sortony Camp near Keyo, North Darfur, Sudan. The outcome of the kidnapping is unknown. No group claimed responsibility; however, sources attributed the attack to the Janjaweed.",0,0,1,0,Hostage Taking (Kidnapping),,,Private Citizens & Property,Sortony Camp,"Displaced Civilians: Abdelwahid Saleh Abdelmola, Abdelazim Adam Hamid",Sudan,,,,,,,,,Janjaweed,,,,0,7,0,NA,NA,Firearms,,,,,NA,0,NA,0,0,NA,,NA,,1,2,NA,-99,0,NA,NA,,Unknown,-99,,
92443,2009,6,20,Somalia,Sub-Saharan Africa,Mogadishu,2.059819,45.326115,"06/20/2009: On Saturday, renewed fighting between pro-government forces and rebel insurgents left 12 people dead in Karan district, to the north of Mogadishu. The dead included lawmaker, Mohammed Hussein Adow, an ally of President Sheikh Sharif Sheikh Ahmed. Al Shabaab claimed responsibility for the killing and vowed to target government officials in their renewed campaign.",0,0,1,0,Unknown,,,Government (General),,The attack targeted an ally of the Somali President.,Somalia,,,,,,,,,Al-Shabaab,,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Unknown,,,,Unknown weapons were used in the attack.,12,NA,0,NA,-9,4,Unknown,NA,It is unknown if the attack caused any property damage.,0,NA,NA,NA,NA,NA,NA,,,NA,,
117393,2013,5,21,Afghanistan,South Asia,Gelan,32.705267,67.712631,"05/21/2013: An explosive device detonated prematurely as assailants were attempting to plant it in Gelan, Ghazni, Afghanistan. This was one of two attacks in Gelan on this day in which assailants attempted to plant explosive devices. Thirteen assailants were killed across both blasts. No group claimed responsibility for the incident; however, an army spokesperson attributed the attempted attack to the Taliban.",0,0,1,0,Bombing/Explosion,,,Unknown,Unknown,Unknown,,,,,,,,,,Taliban,,,,0,-99,0,NA,NA,Explosives,,,,,6,6,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
29495,1986,11,6,Chile,South America,Valparaiso,-33.050125,-71.612251,,-9,0,1,0,Armed Assault,,,Transportation,,Public Bus,Chile,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Incendiary,,,,Incendiary,0,NA,0,NA,1,2,Major (likely >= $1 million but < $1 billion),1000000,No damage details given (coverted from Chilean pesos),0,NA,NA,NA,0,NA,NA,,,NA,,
26249,1985,9,20,Peru,South America,Lima,-11.967368,-76.978462,,0,0,1,0,Bombing/Explosion,,,Utilities,,Electrical High Tension Lines Tower,Peru,,,,,,,,,Shining Path (SL),,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,3,Minor (likely < $1 million),45000,,0,NA,NA,NA,0,NA,NA,,,NA,,
156314,2015,12,7,India,South Asia,Semthan,34.464378,74.737884,"12/07/2015: Assailants opened fire on a Central Reserve Police Force (CRPF) convoy in Semthan village, Jammu and Kashmir state, India. At least eight people were injured in the attack; the victims included police officers and civilians. Hizbul Mujahideen (HM) and Lashkar-e-Taiba (LeT) claimed responsibility for the incident.",0,0,1,0,Armed Assault,,,Police,Central Reserve Police Force (CRPF),Convoy,India,,,,,,,,,Lashkar-e-Taiba (LeT),Hizbul Mujahideen (HM),,,0,-99,0,1,NA,Firearms,,,,Automatic rifles were used in the attack.,0,0,8,0,-9,NA,,NA,It is unknown if any property was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
151218,2015,7,30,India,South Asia,Muzaffarpur district,26.065816,85.51936,"07/30/2015: Assailants threw a crude bomb at Madan Kumar in Muzaffarpur district, Bihar state, India. Kumar, a lawyer, was killed in the blast along with one other person. No group claimed responsibility for the incident.",0,0,1,0,Bombing/Explosion,,,Business,Unknown,Lawyer: Madan Kumar,India,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,A crude bomb was used in the attack.,2,0,0,0,1,3,Minor (likely < $1 million),-99,A scooter was damaged in this attack.,0,NA,NA,NA,NA,NA,NA,,,NA,,
4031,1976,7,27,Colombia,South America,Bogota,4.667128,-74.106056,,-9,0,1,0,Bombing/Explosion,,,Business,,"U.S. Pavilion, Bogota International Trade Fair",United States,,,,,,,,,Unknown,,,,0,NA,NA,NA,NA,Explosives,,,,Explosive,0,NA,0,NA,1,4,Unknown,NA,,0,NA,NA,NA,0,NA,NA,,,NA,,
94335,2009,11,12,Afghanistan,South Asia,Khogyani,34.229213,70.193208,"11/12/2009: On Thursday morning at about 1100, in Khogiani, Nangarhar, Afghanistan, assailants detonated an improvised explosive device targeting a tractor, killing two children, wounding two others, and damaging the tractor. No group claimed responsibility.",0,0,1,0,Bombing/Explosion,,,Private Citizens & Property,,Civilians on a tractor,Afghanistan,,,,,,,,,Unknown,,,The specific motive for the attack is unknown.,0,-99,0,NA,NA,Explosives,,,,An improvised explosive device was used in the attack.,2,0,2,0,1,3,Minor (likely < $1 million),NA,The attack caused an unknown amount of property damage.,0,NA,NA,NA,NA,NA,NA,,,NA,,
113833,2013,1,21,Nigeria,Sub-Saharan Africa,Kano,12.018817,8.52187,"01/21/2013: An explosive device was found and defused near the Guaranty Trust Bank on Murtala Muhammed way in Kano city, Kano, Nigeria. No group claimed responsibility for the incident.",0,0,0,0,Bombing/Explosion,,,Business,Guaranty Trust Bank,Bank Branch,Nigeria,,,,,,,,,Unknown,,,,0,-99,0,NA,NA,Explosives,,,,A bomb concealed within a bag was used in the attack.,0,0,0,0,0,NA,,NA,,0,NA,NA,NA,NA,NA,NA,,,NA,,
